,Unnamed: 0,id_unic,business_id,local_name,category,main_category,opinion,feeling,resp,has_response,states,city
2791,2791,115092331,0x864e9f9471830193:0xf6f54c614b06efd,Tortas Revolucion,mexican restaurant,food_services,(Translated by Google) Sobs the tacos (Original) Sobrosos lo tacos,Positive,did not answer,no,TX, Dallas
2793,2793,108455581,0x864e9f9471830193:0xf6f54c614b06efd,Tortas Revolucion,mexican restaurant,food_services,Good,Positive,did not answer,no,TX, Dallas
2794,2794,11241863,0x864e9fb3ff3d51d5:0xac229397e1ea70c,Dish Preston Hollow,american restaurant    restaurant,food_services,"Everyone was very friendly, the restaurant is clean and upscale, but the central reason for going there is the problem. They are attempting to take ordinary home cooking and elevate it to bigger heights. My deviled egg appetizer was great. Decadent craziness with truffle oil. But after that it all fell apart. The Little Gem Chop sounded flavorful but in reality this take on a chop salad is over dressed into oblivion. Blue Cheese, ranch, and balsamic combined in generous proportions until it tastes like youre eating a sauce and not a salad. I sent it back. The main course was Hake. The catch of the day. Its an incredibly bland fish. They cooked it well but it tastes like nothing. The herb crust had zero flavor. Then they chose to put that herb crust on a layer of yam puree with some sort of tomato sauce and a pile of artichoke hearts. None of these flavors actually worked together. The tomato and artichokes were overpowering forces that still didnt add to the hake having zero flavor. I didnt send it back but it was not good. Dessert was the chocolate cake. For as dark, decadent, and over sized as it was, the actual flavor was weak. The layers separating the cake itself was like pure fudge. Hard to stab your fork through and overly sugary. Ive had many a piece of chocolate cake in my life and this was low on the list. It needed more of the dark bitterness. Something to give it punch. Overall I feel like Dish thinks more is better. These foods can be great but focus on the simplicity of great flavors and less on the ideas of slamming things together in overwhelming amounts. A really good piece of fish is good on its own. Add to it. Dont cover it up. People actually like the flavor of the greens in their salad. Let that still exist. Etc...",Positive,did not answer,no,TX, Dallas
2795,2795,105888076,0x864ea1175568e541:0xf043bc6d877abff,Keller's Hamburgers,restaurant,food_services,"This place is a blast from the past! Great burgers, tater tots and onion rings! Prices are great. Its not fancy at all but a must try. Like the chili burger or #1, love their buns. Tater tots are good too. Wash it down with a root beer!",Positive,did not answer,no,TX, TX 75218
2799,2799,111391165,0x864ea1175568e541:0xf043bc6d877abff,Keller's Hamburgers,restaurant,food_services,"Great classic burgers , good price ...I always go for the special!",Positive,did not answer,no,TX, TX 75218
2800,2800,117820114,0x864ea1175568e541:0xf043bc6d877abff,Keller's Hamburgers,restaurant,food_services,Kellers is always excellent! I have been eating Kellers burgers for over 35 years and they never disappoint,Positive,did not answer,no,TX, TX 75218
2801,2801,102701656,0x864ea1175568e541:0xf043bc6d877abff,Keller's Hamburgers,restaurant,food_services,"If youre looking for a cheap, good quality burger. This is the place to go.",Positive,did not answer,no,TX, TX 75218
2803,2803,108404243,0x864ea1175568e541:0xf043bc6d877abff,Keller's Hamburgers,restaurant,food_services,Wonderful food,Positive,did not answer,no,TX, TX 75218
2805,2805,109215963,0x864ea1175568e541:0xf043bc6d877abff,Keller's Hamburgers,restaurant,food_services,The food was good but there was a gnat in the butter pickles cause it wasnt covered up. This place is old and it shows,Positive,did not answer,no,TX, TX 75218
2806,2806,110484806,0x864ea1175568e541:0xf043bc6d877abff,Keller's Hamburgers,restaurant,food_services,Its dam sure not as good as it use To be,Positive,did not answer,no,TX, TX 75218
2807,2807,102322505,0x864ea1175568e541:0xf043bc6d877abff,Keller's Hamburgers,restaurant,food_services,Good food great prices,Positive,did not answer,no,TX, TX 75218
2809,2809,117850639,0x864ea1175568e541:0xf043bc6d877abff,Keller's Hamburgers,restaurant,food_services,Love Keller Burgers,Positive,did not answer,no,TX, TX 75218
2810,2810,107181135,0x864ea563e7bc9711:0xd56167c2b0ad5e5,Taco Fanatico,taco restaurant,food_services,Nice place,Positive,did not answer,no,TX, Mesquite
2811,2811,107192947,0x864edb04e19ce811:0x646881d4282307d,Wildflower Cafe,restaurant    cafe,food_services,Lovely place and terrific food.,Positive,did not answer,no,TX, TX 75119
2812,2812,104855925,0x864edb04e19ce811:0x646881d4282307d,Wildflower Cafe,restaurant    cafe,food_services,Great atmosphere and great meals.,Positive,did not answer,no,TX, TX 75119
2813,2813,101918854,0x864edb04e19ce811:0x646881d4282307d,Wildflower Cafe,restaurant    cafe,food_services,"Always a great place to eat and look around for bargains. It gets really crowded at lunchtime during the Bluebonnet season, so make sure you allow for a long wait for a table, or make reservations.",Positive,did not answer,no,TX, TX 75119
2814,2814,116712054,0x864edb04e19ce811:0x646881d4282307d,Wildflower Cafe,restaurant    cafe,food_services,"Lovely service, delicious food, fun shopping!",Positive,did not answer,no,TX, TX 75119
2815,2815,104952702,0x864ee2c20cd84537:0x57dc0dce0ed7399,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    ice cream shop    restaurant    salad shop    sandwich shop,food_services,"It was ok. Really dirfy, but will give credit someone was cleaning. Just looked.like they let it build up",Positive,did not answer,no,TX, Italy
2816,2816,101111019,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,Clean restaurant. Friendly staff. Good flavorful food.,Positive,Thank you K R!,si,TX, Waxahachie
2817,2817,103958777,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,"Very tasty, good service, fair price.",Positive,Thank you!,si,TX, Waxahachie
2818,2818,110189833,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,The staff is very nice!,Positive,did not answer,no,TX, Waxahachie
2819,2819,101970152,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,Ordered take out yesterday and they were super nice. Everything was accounted for when we got to the house and the food was amazing. Sushi was some of the best Ive had in a while. Everything was really great.,Positive,Thank you so much for your awesome review! We look forward to serving you again soon,si,TX, Waxahachie
2820,2820,106850922,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,Love it very good the yum yum sauce is awesome got to try it.,Positive,did not answer,no,TX, Waxahachie
2822,2822,113950921,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,This place is FABULOUS! Husband and I just introduced to this place a few months ago and..... Panda is out forever! Portions are sizable for $$ paid out. WORTH every penny and staff....they are just as polite and wonderful! You will Not Be Sorry for a stop here!👍👍,Positive,did not answer,no,TX, Waxahachie
2823,2823,104764064,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,"Tastes great, but always a long wait for ypur food.",Positive,"Thank you Kaylyn, we cook our food to order and we apologize for the wait time. We can serve you faster if you order ahead or use our mobile app. Text hibachio to 33733 to download our app and use the code 5off to get 5 dollars off your first order",si,TX, Waxahachie
2824,2824,117623253,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,"The food, the staff, and the atmosphere have always been one of the best Ive ever experienced! From the Midlothian location to here in waxahachie everything from the original has seamlessly transferred over here. They always take good care of me.",Positive,Thank you Robbie!,si,TX, Waxahachie
2826,2826,107377295,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,Great place. I have been here more times than I should admit. Gluten free options are available. Kids love the kids menu. Very reasonable prices. Food is made to order. You can order online and request time specification. Love this place.,Positive,Thank you Thomas!,si,TX, Waxahachie
2827,2827,112810722,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,Food was good. There is outdoor seating as well. Prices are reasonable,Positive,Thanks Tony!,si,TX, Waxahachie
2828,2828,103841013,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,"Flavorful food, good atmosphere, seafood selection was cooked perfectly. A bit of a wait after ordering, but understandable due to cooking methods.",Positive,did not answer,no,TX, Waxahachie
2829,2829,104735132,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,"Very fresh and tasty, they worked to ensure my food was safe as I have a seafood allergy. Thank You!!",Positive,"Thanks Jonathon, we look forward to serving you again soon.",si,TX, Waxahachie
2830,2830,103914355,0x864eeed1d3b0cee5:0x15ab0802e57392b,Hibachio,japanese restaurant,food_services,Friendly staff. Excellent food. Quick service.,Positive,Thank you so much for visiting our place and providing us with feedback. We look forward to serving you again soon!,si,TX, Waxahachie
2831,2831,106039485,0x864ef26aabf685b7:0x9ca2187ee46aa65,Shell,gas station    atm    convenience store    restaurant,food_services,Ok,Positive,did not answer,no,TX, Midlothian
2832,2832,114767193,0x864ef26aabf685b7:0x9ca2187ee46aa65,Shell,gas station    atm    convenience store    restaurant,food_services,They had gas and I needed gas whats not to love,Positive,did not answer,no,TX, Midlothian
2833,2833,114610403,0x864ef26aabf685b7:0x9ca2187ee46aa65,Shell,gas station    atm    convenience store    restaurant,food_services,Best place to stop for a restroom break! Easy in and easy out to highway and there place is convenient with surrounding stores.,Positive,did not answer,no,TX, Midlothian
2834,2834,11599234,0x864ef26aabf685b7:0x9ca2187ee46aa65,Shell,gas station    atm    convenience store    restaurant,food_services,The staff here is Always friendly and helpful. Love going in here. The store is also always kept clean,Positive,did not answer,no,TX, Midlothian
2836,2836,112383304,0x864f8410c45e6255:0x681d8d8820298be,Papa John's Pizza,pizza restaurant,food_services,Great customer service and pizza.,Positive,did not answer,no,TX, Hewitt
2837,2837,11174175,0x864f8410c45e6255:0x681d8d8820298be,Papa John's Pizza,pizza restaurant,food_services,I love their pizza and deals! Delicious every time.,Positive,did not answer,no,TX, Hewitt
2838,2838,104387965,0x864f841fb2658f49:0xd583025ae342a49,Secret Chef,caterer    takeout restaurant,food_services,"Delicious, on time, and wonderful staff!",Positive,did not answer,no,TX, Waco
2839,2839,110777324,0x864f841fb2658f49:0xd583025ae342a49,Secret Chef,caterer    takeout restaurant,food_services,Used them for years. Great food & service.,Positive,did not answer,no,TX, Waco
2840,2840,108783572,0x8650313796d7585f:0x524bde259125e90,"Two Clay Birds Bakery, Country Market, & Farm",bakery    coffee roasters    farmers  market    restaurant,food_services,Great produce and friendly owners!,Positive,did not answer,no,TX, Hico
